Macroregiao,name,Populacao,Crime/1000hab,Furto/1000hab,Roubo/1000hab,HomDol/1000hab,PosseDrogas/1000hab,Trafico/1000hab,Educacao,Renda,Saúde,PIB,PIB por habitante,regiao
Centro-Oeste,SAO PEDRO DO SUL,16701,21.1364588947,17.3043530328,1.3771630441,0.1197533082,0.0598766541,0.2395066164,0.637281844795402,0.566629930655382,0.809986068488588,2159682297,70579.1,Female
Centro-Oeste,SAO SEPE,23772,19.0139660104,14.4287396938,1.6826518593,0.084132593,0.3785966683,0.5468618543,0.665076789573636,0.633149179349644,0.829906709824442,4234249499,95647.02,Female
Centro-Oeste,SAO VICENTE DO SUL,8567,16.1083226334,14.0072370725,0.2334539512,0,0.2334539512,0.2334539512,0.627368621664537,0.621999920895277,0.802675497960788,1296328563,83798.31,Female
Centro-Oeste,SILVEIRA MARTINS,2439,9.0200902009,7.3800738007,0.4100041,0,0,0,0.657111552548034,0.632375603786859,0.804920228983052,287915123,65914.98,Female
Centro-Oeste,TOROPI,2684,11.5499254844,10.4321907601,0,0,0,0,0.726724342460868,0.580188831498376,0.841975919388954,387834777,72509.9,Female
Centro-Oeste,UNISTALDA,2456,10.1791530945,8.1433224756,0,0,0,0,0.661456356451947,0.483615609292931,0.776050571544459,328959685,73111.84,Female
Centro-Oeste,URUGUAIANA,128580,24.3972624047,15.484523254,4.1219474257,0.1399906673,1.1588116348,0.6921760772,0.691819909850316,0.595853275466786,0.717966002322452,17736357891,72913.65,Female
Centro-Oeste,VILA NOVA DO SUL,4152,25.0481695568,22.1579961464,0.4816955684,0,0,0,0.664556481880454,0.573293465322033,0.8300310861509,583798771,73742.56,Female
Metropolitana,ALVORADA,210326,27.9613552295,9.3188669019,9.242794519,0.4516797733,3.3947300857,1.217158126,0.481303111662444,0.475585127033137,0.745986932486498,15109646172,44024.71,Female
Metropolitana,ARAMBARE,3929,27.9969457877,21.8885212522,1.0180707559,0.254517689,2.0361415118,0,0.674332355471928,0.615961395466795,0.758888950858582,826020327,115076.48,Female
Metropolitana,ARARICA,5519,14.3141873528,9.0596122486,1.9931146947,0.181192245,0.9059612249,0,0.681602956891724,0.61818686211952,0.742235169632829,879083008,106069.16,Female
Metropolitana,ARROIO DO SAL,8555,58.9129164231,45.5873758036,4.0911747516,0.4675628288,1.1689070719,1.6364699006,0.701930934946322,0.617122498266632,0.802925928203776,1154066229,82613.58,Female
Metropolitana,ARROIO DOS RATOS,13956,10.8913728862,6.018916595,1.8629979937,0.214961307,0.6448839209,0.5732301519,0.616959322754496,0.551685044450174,0.771149593679909,1449419239,52884.08,Female
Metropolitana,BALNEARIO PINHAL,11651,43.9447257746,31.2419534804,4.377306669,0.3433181701,1.3732726805,0.5149772552,0.639916138959868,0.523396611942548,0.773760760981524,1110914744,56923.47,Female
Metropolitana,BARAO,5956,6.3801208865,4.5332437878,0.3357958361,0.1678979181,0.5036937542,0,0.745829618892316,0.836823356324382,0.88728636585702,1142339563,131390.39,Female
Metropolitana,BARAO DO TRIUNFO,6874,10.0378236834,8.1466395112,0.5819028222,0,0,0,0.561767324911696,0.479095073580733,0.868309372497047,731588865,54378.99,Female
Metropolitana,BARRA DO RIBEIRO,12984,21.4109673444,15.9426987061,2.4645717807,0.3080714726,0.9242144177,0.3850893407,0.562281536537275,0.583575724658973,0.805056487023755,1958264622,79254.29,Female
Metropolitana,BROCHIER,4642,4.9547608789,3.0159414046,0.215424386,0,0.215424386,0.4308487721,0.726008340925003,0.606904334207073,0.821057900176913,594213050,66124.63,Female
Metropolitana,BUTIA,20775,28.7364620939,22.0938628159,2.1660649819,0.3369434416,0.9626955475,0.770156438,0.652286377778389,0.554463939934974,0.783277555679381,2843351932,72935.09,Female
Metropolitana,CACHOEIRINHA,126586,30.422005593,12.4026353625,6.1934179135,0.1658951227,3.6654922345,1.1138672523,0.665122588540646,0.789054823656385,0.807847432285651,42895424004,214208.48,Female
Metropolitana,CAMAQUA,65307,23.6574946024,16.7363376055,2.0059105456,0.0765614712,1.2249835393,0.5512425927,0.655842185934679,0.640192904771661,0.807002248567638,12137591738,102272.34,Female
Metropolitana,CAMBARA DO SUL,6312,15.3675538657,12.1989860583,0.3168567807,0,0,0.6337135615,0.68397144684005,0.561976958937305,0.791093281275021,1274394326,82998.02,Female
Metropolitana,CAMPO BOM,63424,31.1080978809,14.300580222,6.4171291625,0.0946014127,3.043012109,0.4414732593,0.673512757951676,0.7567446273757,0.825752938344337,19264690968,159801.37,Female
Metropolitana,CANOAS,346413,35.7001613681,16.500535488,7.5430194594,0.2973329523,4.2867906228,0.9814874153,0.593303478618232,0.751263642532104,0.770695962590511,119952739960,164403.37,Female
Metropolitana,CAPAO DA CANOA,46498,49.2279237817,33.8509183191,4.7528925975,0.2795819175,2.7743128737,1.2473654781,0.706320884522826,0.661223529497117,0.790561895372491,7219281262,96907.19,Female
Metropolitana,CAPELA DE SANTANA,11815,14.9809564113,10.1565806179,0.7617435463,0.3385526873,2.285230639,0.0846381718,0.618058354372919,0.518376255921487,0.833205137733899,1163612602,54517.31,Female
Metropolitana,CAPIVARI DO SUL,4195,16.9249106079,11.9189511323,0.7151370679,0,0.4767580453,0.2383790226,0.707268260919932,0.852376475526782,0.843437636178729,1337563108,185875.96,Female
Metropolitana,CARAA,7452,9.1250670961,8.0515297907,0.4025764895,0.1341921632,0.1341921632,0,0.617381564553393,0.493201794734156,0.835745787301153,608544108,42609.52,Female
Metropolitana,CERRO GRANDE DO SUL,10464,13.6659021407,9.747706422,1.3379204893,0.1911314985,0,0.4778287462,0.497747445298542,0.529482377871006,0.843662076783635,1038862169,52865.11,Female
Metropolitana,CHARQUEADAS,36620,22.0098306936,8.4380120153,0.873839432,0.1365374113,4.806116876,3.1949754233,0.773506939946228,0.681370703968541,0.831337118294967,8892067764,132957.58,Female
Metropolitana,CHUVISCA,5038,9.5275903136,8.5351329893,0,0,0,0,0.510748827198225,0.558482720086155,0.819717541931232,678181222,74671.81,Female
Metropolitana,CIDREIRA,13749,62.1136082624,42.8394792349,5.6731398647,0.2909302495,4.8003491163,1.6728489345,0.626003717626894,0.5796327900692,0.739028025601942,1544020957,65791.62,Female
Metropolitana,DOIS IRMAOS,29818,13.2134952042,7.3110201891,0.939030116,0.0335367899,1.8780602321,0.1676839493,0.781166263460682,0.817165244658482,0.874927718909676,10653316038,208851.19,Female
Metropolitana,DOM FELICIANO,14524,10.5342880749,7.2294133847,0.5508124484,0.2065546681,0.1377031121,0.068851556,0.494035669024714,0.397987387404366,0.820101715008012,1521920152,55950.74,Female
Metropolitana,DOM PEDRO DE ALCANTARA,2459,7.3200488003,5.6933712891,1.2200081334,0,0,0,0.717563230178733,0.475546763577911,0.817630502903228,333885930,77956.58,Female
Metropolitana,ELDORADO DO SUL,36554,24.9220331564,14.3896700771,3.7205230618,0.246211085,1.6687640204,1.4499097226,0.585918221017883,0.683319148264929,0.811800358272978,10119304983,121647.89,Female
Metropolitana,ESTANCIA VELHA,46270,17.873352064,9.033931273,3.133779987,0.0216122758,1.3831856494,0.3457964124,0.736983693626291,0.699068846922889,0.83052059306005,9921966069,119503.85,Female
Metropolitana,ESTEIO,85457,42.0211334355,22.4557379735,9.8763120634,0.1521232901,3.5573446295,0.9010379489,0.712684268044565,0.76247540379425,0.782645751914332,22505976686,151007.28,Female
Metropolitana,GENERAL CAMARA,8383,18.37051175,14.7918406298,0.357867112,0,0,0.1192890373,0.679402242908617,0.605613146158644,0.813083263528535,1090711959,62244.13,Female
Metropolitana,GLORINHA,7331,22.2343472923,16.2324375938,2.046105579,0,0,0.4092211158,0.63978390876113,0.767698463721115,0.833630691269311,2820617280,228406.73,Female
Metropolitana,GRAVATAI,270598,28.8028736354,12.5647639672,5.6578393041,0.2697728734,2.3688275597,0.9460528164,0.619347069166052,0.728685225673762,0.800899959934665,75915013810,170025.25,Female
Metropolitana,GUAIBA,100132,20.3331602285,10.7458155235,4.3242919346,0.2296968002,1.3382335317,0.9787081053,0.651971524141186,0.75003762065824,0.782173805841169,31631390893,195495.29,Female
Metropolitana,HARMONIA,4730,4.8625792812,2.9598308668,0.8456659619,0,0,0,0.777242119100189,0.678762835633608,0.890824854811221,769262055,101361.89,Female
Metropolitana,IGREJINHA,33923,20.2517466026,12.5578516051,1.7687114937,0.0884355747,1.7981900186,0.5306134481,0.666749863073566,0.772122151185837,0.795814400685326,10043062246,188286.49,Female
Metropolitana,IMBE,19729,60.8241674692,47.899031882,4.2070049166,0.3548076436,1.8754118303,1.3685437681,0.728214698426505,0.64749413594415,0.732314236676916,2664420743,81072.3,Female
Metropolitana,ITATI,2568,6.230529595,3.5046728972,0.7788161994,0,0,0,0.717198397192344,0.632842918741311,0.778301291606087,409327501,84556.8,Female
Metropolitana,IVOTI,21927,14.8675149359,8.3458749487,0.9577233548,0.045605874,1.8698408355,0.1824234961,0.796316385994803,0.790032922216366,0.86106663958071,6103365081,153924.7,Female
Metropolitana,LINDOLFO COLLOR,5585,7.5201432408,4.4762757386,0,0,1.4324082363,0.1790510295,0.733211046606114,0.731266699102146,0.817123876864782,2087490351,187828.53,Female
Metropolitana,MAMPITUBA,2916,4.8010973937,3.0864197531,0,0.3429355281,0,0,0.586183794057761,0.515100176815438,0.816851958297121,288730874,51994.5,Female
Metropolitana,MAQUINE,6619,17.5253059375,13.8993805711,1.510802236,0,0.3021604472,0.3021604472,0.559148256971087,0.54326588092897,0.805333701503235,652473220,53769.41,Female
Metropolitana,MARATA,2510,4.3824701195,2.7888446215,0,0,0,0,0.594101120100158,0.74412138169356,0.860473601538381,580989089,141115.49,Female
Metropolitana,MARIANA PIMENTEL,3900,17.9487179487,14.8717948718,1.5384615385,0,0.2564102564,0,0.633707981669179,0.580056158840704,0.814674556379326,422070561,58645.11,Female
Metropolitana,MINAS DO LEAO,7787,19.5197123411,18.1071015796,0.6420958007,0,0,0,0.57992836423636,0.619390447381329,0.774526558039854,958319457,66151.43,Female
Metropolitana,MONTENEGRO,62587,29.7985204595,16.0256922364,1.565820378,0.1597775896,8.7558119098,0.9746432965,0.735926451028232,0.793887597979283,0.796428912338436,19881892608,185502.12,Female
Metropolitana,MORRINHOS DO SUL,3297,3.3363663937,2.7297543221,0,0,0,0,0.704239402077982,0.561867574514903,0.845983333237221,393693983,65652,Female
Metropolitana,MORRO REUTER,6059,7.26192441,5.2813995709,0.6601749464,0,0,0,0.782329831499698,0.666272878560645,0.870893349941936,1070625998,95941.98,Female
Metropolitana,MOSTARDAS,12317,20.5407160835,17.0496062353,0.4059430056,0.1623772022,0.649508809,0.4871316067,0.709808800531672,0.617869430948546,0.863158995234048,2310916158,95194.95,Female
Metropolitana,NOVA HARTZ,19159,14.4057623049,8.7165300903,1.304869774,0.1565843729,0.3653635367,0.7829218644,0.638484567624678,0.682898277941489,0.815589902562922,5405292165,178259.94,Female
Metropolitana,NOVA SANTA RITA,24266,18.2559960438,12.3217670815,1.5659770873,0.0824198467,1.4835572406,0.1648396934,0.592464674055743,0.742756361179087,0.799195064867789,6055676254,163549.06,Female
Metropolitana,NOVO HAMBURGO,244817,36.4925638334,14.7824701716,8.1326051704,0.2573350707,2.0668499328,0.9231385075,0.678719503878311,0.747664212590892,0.793317273313563,62898360505,136262.95,Female
Metropolitana,OSORIO,44115,41.1651365749,26.476255242,2.9015074238,0.1133401337,4.4429332427,2.1081264876,0.755901673388914,0.698711131300339,0.826046778034173,12520969214,153190.49,Female
Metropolitana,PALMARES DO SUL,11389,37.2289050839,28.7997190271,1.9316884713,0.3512160857,1.6682764071,0.8780402142,0.758820353894197,0.658232592168303,0.789420542543854,2085163664,101883.05,Female
Metropolitana,PARECI NOVO,3930,8.9058524173,5.3435114504,2.0356234097,0,0.5089058524,0,0.747890617354317,0.644651015690038,0.831795156877196,567339130,83604.78,Female
Metropolitana,PAROBE,53952,18.4608540925,9.9532918149,2.2241992883,0.1668149466,0.5931198102,0.5189798339,0.605629310246972,0.590873613870702,0.800445753753401,8167585162,84264.59,Female
Metropolitana,PORTAO,32607,24.1359217346,13.7393811145,2.7601435275,0.1226730457,1.472076548,0.7053700126,0.674156589850879,0.692980765263897,0.829802947976112,8433407600,141164.39,Female
Metropolitana,PORTO ALEGRE,1476953,51.7579096965,24.3196635235,13.0681206511,0.313483232,0.6804549637,2.0880826946,0.715364495024876,0.903818453046267,0.821364634524818,486087054283,185653.53,Female
Metropolitana,PRESIDENTE LUCENA,2691,7.4321813452,5.2025269417,0,0,0.7432181345,0,0.725473913025065,0.706337811956831,0.849776496214564,450823844,112059.07,Female
Metropolitana,RIOZINHO,4050,14.3209876543,10.6172839506,0.2469135802,0,0.7407407407,0,0.603759624536133,0.661281316261627,0.818351577194907,839458017,102958.88,Female
Metropolitana,ROLANTE,20483,15.134501782,9.8130156715,1.2693453107,0.195283894,1.0252404433,0.195283894,0.717811055203362,0.644416743708237,0.841495900959806,3183048178,95024.69,Female
Metropolitana,SALVADOR DO SUL,6916,9.5430884905,6.9404279931,0.5783689994,0,0.7229612493,0.1445922499,0.714940267786999,0.801795272974076,0.870700351812369,2147629523,156638.65,Female
Metropolitana,SANTA MARIA DO HERVAL,6413,4.8339310775,3.8983315141,0.3118665211,0,0,0,0.688472548968376,0.696510086533699,0.87228751757099,45642759144,96502.84,Female
Metropolitana,SANTO ANTONIO DA PATRULHA,42039,16.6512048336,10.0620852066,1.6175456124,0.1665120483,1.0228597255,0.1427246129,0.695185489879819,0.556451551084461,0.80771266504564,6638876253,96689.07,Female
Metropolitana,SAO FRANCISCO DE PAULA,21336,26.9028871391,19.1226096738,1.4529433821,0,1.3592050994,0.1874765654,0.563173778586412,0.610803755591655,0.777162126241439,3656686598,90249.77,Female
Metropolitana,SAO JERONIMO,23022,24.2376856919,16.7231343932,1.6071583703,0.0868734254,1.4768482321,1.6071583703,0.646055930167602,0.628010960354316,0.781999888992013,3761486712,88379.2,Female
Metropolitana,SAO JOSE DO HORTENCIO,4219,4.9774828158,3.5553448685,0,0,0.9480919649,0,0.696579069343135,0.657182208592219,0.864422877161212,782540484,111074.11,Female
Metropolitana,SAO JOSE DO SUL,2072,8.2046332046,6.2741312741,0,0,1.4478764479,0,0.733242751112485,0.742092320080647,0.811645197581183,380252878,94050.9,Female
Metropolitana,SAO LEOPOLDO,223626,36.4537218391,18.5711858192,7.5572607836,0.2548898607,2.3745002817,1.3504690868,0.633307308358144,0.736654467618044,0.776469767135357,49218162797,123065.68,Female
Metropolitana,SAO PEDRO DA SERRA,3473,4.8949035416,4.0310970343,0.2879355024,0,0,0,0.699235527089206,0.66346426052067,0.861429373816113,419606075,67863.96,Female
Metropolitana,SAO SEBASTIAO DO CAI,23449,33.903364749,18.8920636274,2.3881615421,0.0852914836,7.4203590771,1.0234978037,0.67889099340037,0.66985230814505,0.787935025842474,4264132716,104777.89,Female
Metropolitana,SAPIRANGA,78501,21.3245691138,10.7641940867,3.1082406594,0.1401256035,2.4967834805,0.4968089578,0.706280036885151,0.686862208892844,0.789575735920525,16448480012,128019.14,Female
Metropolitana,SAPUCAIA DO SUL,139807,31.9368844192,14.6273076455,8.8693699171,0.2789559893,1.5879033239,1.0013804745,0.644368086156337,0.603334089842958,0.785928441025461,23587300472,94689.93,Female
Metropolitana,SENTINELA DO SUL,5119,21.4885719867,17.7769095526,1.367454581,0,0,0.1953506544,0.570692419468399,0.591568106345517,0.802163442522085,532554611,58622.39,Female
Metropolitana,SERTAO SANTANA,6025,11.7842323651,9.1286307054,0.3319502075,0.1659751037,0.1659751037,0.1659751037,0.661179963276415,0.65174542543243,0.835956994870111,963515713,88401.45,Female
Metropolitana,TAPES,17180,31.6065192084,25.0291036088,1.6880093132,0.2910360885,1.5133876601,0.4074505239,0.622482915573484,0.585326549562032,0.790633939772459,2336778595,71918.47,Female
Metropolitana,TAQUARA,57350,24.9171752398,15.0130775937,2.8247602441,0.1743679163,1.1159546643,1.0113339146,0.713667740136854,0.64603845209488,0.790095827377888,8028402814,83777.03,Female
Metropolitana,TAVARES,5653,13.0903944808,10.6138333628,0.1768972227,0.1768972227,0.8844861136,0.7075888909,0.644592005134233,0.519643665898895,0.802611896124269,559413216,56516.87,Female
Metropolitana,TERRA DE AREIA,10670,23.0552952202,14.9953139644,2.9990627929,0,0.8434864105,0.7497656982,0.616807192810306,0.542683383646978,0.799012066248528,1029379849,58071.79,Female
Metropolitana,TORRES,37001,39.025972271,21.8102213454,3.135050404,0.1621577795,6.7295478501,2.1080511338,0.722931236857031,0.656197789007064,0.82294661190597,5824692466,92726.31,Female
Metropolitana,TRAMANDAI,45906,56.5503420032,39.5373153836,4.4438635472,0.3267546726,1.8298261665,2.2437154185,0.603456967896129,0.58809660381685,0.722514654645793,5551254370,72927.32,Female
Metropolitana,TRES CACHOEIRAS,10509,9.7059663146,7.2318964697,0.4757826625,0,0.0951565325,0.0951565325,0.651237784668634,0.603789214899144,0.837121951485737,1249523491,70411.92,Female
Metropolitana,TRES COROAS,25166,17.2057537948,10.9671779385,1.6689183819,0,0.9139314949,0.8741953429,0.679650062097301,0.714625586602707,0.820160600981764,6592987146,156631.84,Female
Metropolitana,TRES FORQUILHAS,2908,5.1581843191,3.4387895461,0.3438789546,0,0,0.3438789546,0.682166153301221,0.544174887113301,0.788240989667132,323124333,60556.83,Female
Metropolitana,TRIUNFO,26349,31.7659114198,20.2664237732,1.9355573267,0.0759042089,5.0855819955,1.2903715511,0.705007395967848,0.795183862709002,0.788488162103304,61661598950,1031966.41,Female
Metropolitana,TUPANDI,4256,10.8082706767,8.4586466165,0.234962406,0,1.1748120301,0,0.695949384452606,0.898776369877161,0.889135038101661,1837079021,323063.68,Female
Metropolitana,VIAMAO,250669,26.5649122947,10.8230375515,6.9653606948,0.3829751585,2.6888047585,1.0850962823,0.569493015722708,0.512567225077037,0.7318764080275,21867434162,50340.01,Female
Metropolitana,XANGRI-LA,13412,77.3188189681,55.9946316731,5.3683268715,0.2236802863,9.6928124068,1.4912019087,0.659367535984047,0.660636199036618,0.802747579723271,2349142146,105708.69,Female
Missioneira,AJURICABA,7568,8.0602536998,6.6067653277,0,0.1321353066,0.2642706131,0,0.719737891129515,0.752047208037549,0.88462530698844,1552691358,121217.81,Female
Missioneira,ALECRIM,6905,11.7306299783,9.5582910934,0,0.2896451846,0.2896451846,0.2896451846,0.694318987480335,0.52952132065668,0.807495193039504,678932495,52480.48,Female
Missioneira,ALEGRIA,4227,13.0115921457,9.6995505086,0.2365744026,0,0,0.2365744026,0.688932981465022,0.631239905810968,0.819608756642155,568715031,72721.92,Female
Missioneira,AUGUSTO PESTANA,7035,8.1023454158,5.9701492537,0.1421464108,0,0.2842928216,0,0.775412842742234,0.832438885888676,0.859350032803729,1629053064,130493.48,Female
Missioneira,BOA VISTA DO BURICA,6746,3.1129558257,1.3341239253,0.1482359917,0,0,0,0.760542553568214,0.722699916128721,0.886633106636315,1189226692,95104.92,Female
Missioneira,BOA VISTA DO CADEADO,2512,14.7292993631,12.7388535032,0.398089172,0,0,0,0.67478272774653,0.827968253538021,0.833192857787421,1153207644,257799.04,Female
Missioneira,BOA VISTA DO INCRA,2462,8.1234768481,6.9049553209,0,0,0,0,0.68457331075107,0.773291405698017,0.812305559906717,955177506,202776.88,Female
Missioneira,BOSSOROCA,6537,11.7791035643,9.9433991127,0.152975371,0,0,0,0.759262918352758,0.674801225368885,0.785718367370646,1479996051,123942.76,Female
Missioneira,BOZANO,2201,12.7214902317,10.9041344843,0.9086778737,0,0,0,0.763376186302803,0.811882956043899,0.898369033245258,473720515,118455.19,Female
Missioneira,CAIBATE,5418,6.0908084164,4.0605389443,0.184569952,0,0.184569952,0.369139904,0.736498410466687,0.615243947497046,0.826166761263899,838635537,98880.35,Female
Missioneira,CAMPINA DAS MISSOES,6451,4.4954270656,3.5653387072,0.1550147264,0,0,0,0.717702784772886,0.591293968096257,0.776387357738384,805608912,71796.02,Female
Missioneira,CAMPO NOVO,5337,19.8613453251,10.6801573918,1.3115982762,0,1.6863406408,2.2484541877,0.720005190775797,0.628132728098049,0.835045874335338,1074740735,112825.94,Female
Missioneira,CANDIDO GODOI,6416,4.8316708229,4.3640897756,0,0.1558603491,0,0,0.793655758951451,0.707133538143967,0.819994591371209,1248342661,110129.34,Female
Missioneira,CATUIPE,9569,12.6449994775,9.7188838959,0.3135123837,0.2090082558,0.4180165117,0.1045041279,0.662811565674969,0.775246650934916,0.832492470964662,1866621552,108025.25,Female
Missioneira,CERRO LARGO,13755,11.0505270811,8.7968011632,0.2908033442,0,0.2181025082,0.5089058524,0.76144060889021,0.765558851344594,0.838598436609948,4010681718,180029.83,Female
Missioneira,CHIAPETTA,4246,14.366462553,12.246820537,0.7065473387,0,0.2355157796,0,0.760864125227938,0.716689402411481,0.856495085342316,1048015781,148326.68,Female
Missioneira,COLORADO,3376,7.7014218009,5.0355450237,0.2962085308,0,0.5924170616,0,0.783864003539724,0.835738567078882,0.892094433372633,1111808309,157699.38,Female
Missioneira,CONDOR,6050,12.7272727273,9.7520661157,0.6611570248,0,0,0.3305785124,0.775835017725033,0.776871376579882,0.899088233316087,1964182992,158232.34,Female
Missioneira,CORONEL BARROS,2887,12.8160720471,12.1233113959,0,0,0,0,0.638774886610028,0.805781056537731,0.853496559459986,579118618,130603.63,Female
Missioneira,CRISSIUMAL,14282,10.6427671195,7.7020025207,0.3500910237,0.0700182047,0.4201092284,0.2800728189,0.779882821404773,0.606828614797055,0.825373386246512,1946718049,78160.25,Female
Missioneira,CRUZ ALTA,64364,26.3967435212,19.0945248897,2.4237151203,0.0932198123,0.6991485924,0.4350257908,0.721051848873689,0.788359487338366,0.762703170930201,17897848642,164648.46,Female
Missioneira,DEZESSEIS DE NOVEMBRO,2821,12.0524636654,8.8621056363,0,0,0,0,0.68298291173666,0.443852240171835,0.797403731793372,246511375,46616.42,Female
Missioneira,DOUTOR RICARDO,4957,4.4381682469,3.0260238047,0.2017349203,0,0.2017349203,0,0.725713355254109,0.688278139007747,0.81195069160367,1136016003,122029.81,Female
Missioneira,ENTRE RIOS DO SUL,9229,5.6344132625,4.2258099469,0.1083541012,0,0.4334164048,0.1083541012,0.65121290908494,0.678606329436245,0.795015838053228,1680258682,106926,Female
Missioneira,EUGENIO DE CASTRO,2895,11.7443868739,11.0535405872,0,0,0,0,0.656995368711487,0.811133266473259,0.779362204321856,1009877975,220563.23,Female
Missioneira,FORTALEZA DOS VALOS,4626,12.5378296585,8.8629485517,1.0808473843,0,0.4323389537,0,0.781818528962407,0.857419459343691,0.806574330674708,1630323074,189554.76,Female
Missioneira,GARRUCHOS,3118,29.826812059,28.5439384221,0,0,0,0,0.614001721795715,0.618698810131155,0.793677732036856,692334193,116106.33,Female
Missioneira,GIRUA,17219,14.9834485162,10.2212672048,0.4646030548,0.0580753818,0.2903769092,0.2903769092,0.699567218454889,0.697383209060223,0.79052758865906,4185821695,135839.54,Female
Missioneira,GUARANI DAS MISSOES,8396,15.9599809433,13.1014768938,1.5483563602,0,0.1191043354,0,0.708717998816544,0.668068330765669,0.818182270105861,1747335379,121859.81,Female
Missioneira,HORIZONTINA,18749,13.1740359486,8.5871246466,0.1600085338,0.0533361779,1.7067576937,0.3200170676,0.786497346756783,0.901165637970617,0.807193805844864,13565010451,348405.09,Female
Missioneira,HUMAITA,5049,8.1204198851,6.734006734,0,0,0.3961180432,0,0.759281689995677,0.703365679120517,0.820824021108966,880985848,101536.07,Female
Missioneira,IBIRUBA,20383,16.7786881225,11.1367315901,1.422754256,0.0490604916,0.2943629495,0.6868468822,0.77036437258434,0.846875335586008,0.861757553651734,6448108317,188392.77,Female
Missioneira,IJUI,84203,19.7142619622,13.5149578994,1.235110388,0.08313243,1.0807215895,0.4869185183,0.794945365528473,0.872181103141838,0.827945616227757,18135080872,138390.66,Female
Missioneira,INDEPENDENCIA,7017,11.6859056577,8.5506626764,0.5700441784,0,0,0,0.673046413349315,0.672404501562767,0.849398323766726,1296399944,104725.93,Female
Missioneira,INHACORA,2415,9.9378881988,7.4534161491,0.4140786749,0,0,0.4140786749,0.60709019776777,0.535354125772572,0.882670129608886,372779208,84926.18,Female
Missioneira,ITACURUBI,3474,9.4991364421,6.908462867,0,0,0.2878526195,0.2878526195,0.546709306190699,0.563557488991378,0.886400812685211,524239143,77537.63,Female
Missioneira,JACUIZINHO,2669,4.4960659423,4.4960659423,0,0,0,0,0.596285202690747,0.741677176536539,0.876949941191675,528696832,111926.2,Female
Missioneira,JOIA,8404,9.519276535,7.0204664446,0.1189909567,0.1189909567,0,0,0.635275696961838,0.696074608475163,0.857092460365787,2369803706,157495.9,Female
Missioneira,MATO QUEIMADO,1833,2.1822149482,1.0911074741,0,0,0,0,0.716337256351808,0.673073462658009,0.792990906561985,303840334,99459.49,Female
Missioneira,NOVA CANDELARIA,2813,3.1994312122,2.1329541415,0.3554923569,0,0,0,0.74836858044055,0.843183036615405,0.817486804873801,1032366297,158974.91,Female
Missioneira,NOVA RAMADA,2464,6.4935064935,4.4642857143,0,0,0,0,0.781272606707004,0.768945438725754,0.878080771263824,578071793,134818.45,Female
Missioneira,NOVO MACHADO,3531,9.6290002832,7.3633531577,0.5664117814,0.2832058907,0.2832058907,0.2832058907,0.763925689214905,0.633930909102692,0.806877128662844,684698180,96143.29,Female
Missioneira,PANAMBI,41131,13.250346454,9.530524422,0.5591889329,0.0486251246,0.2188130607,0.5591889329,0.730297043044695,0.761023500337789,0.859837479803747,11620378697,177067.11,Female
Missioneira,PEJUCARA,4099,9.7584776775,6.3430104904,0.4879238839,0,0.2439619419,0.4879238839,0.791723554331476,0.782591820948047,0.870960671884533,1378504901,186327.94,Female
Missioneira,PIRAPO,2696,11.8694362018,10.3857566766,0.3709198813,0,0,0,0.711163724290729,0.517850217565736,0.780256271334699,329384876,65572.52,Female
Missioneira,PORTO LUCENA,5464,6.7715959004,5.4904831625,0.1830161054,0,0,0.1830161054,0.656108711752275,0.590974327249604,0.782765206308957,613376155,62254.61,Female
Missioneira,PORTO MAUA,2462,22.3395613323,14.6222583266,0,0,0.4061738424,0.4061738424,0.754216991899282,0.55197859959246,0.871574719261685,329859189,71835.61,Female
Missioneira,PORTO VERA CRUZ,1624,8.6206896552,7.3891625616,0,0,0.6157635468,0,0.748496657090211,0.562611873547797,0.791644613409329,223987241,67542.5,Female
Missioneira,PORTO XAVIER,10553,11.5606936416,8.9074196911,0.1895195679,0.0947597839,0.2842793518,0.1895195679,0.752873461091487,0.527550806117478,0.814942457175244,1038278719,50924.25,Female
Missioneira,QUINZE DE NOVEMBRO,3695,14.8849797023,12.7198917456,0.8119079838,0,0.2706359946,0,0.70582376914029,0.838899755365419,0.82978315120474,982711935,138210.31,Female
Missioneira,ROLADOR,2502,5.9952038369,4.3964828137,0,0,0,0,0.690275527719484,0.680328738808647,0.836006649182871,505430502,113834.37,Female
Missioneira,ROQUE GONZALES,7106,11.3988179004,9.1471995497,0.2814522938,0.1407261469,0.1407261469,0.2814522938,0.740491033200051,0.548676936772432,0.8238692828666,870052243,66350.45,Female
Missioneira,SALDANHA MARINHO,2868,5.9274755927,3.8354253835,0.3486750349,0,0,0,0.754056406117871,0.792302413391872,0.840456504171852,831267361,149495.11,Female
Missioneira,SALTO DO JACUI,11351,19.8220421108,15.5052418289,0.7928816844,0.2642938948,0.3523918597,0.4404898247,0.631979007827233,0.571195749408939,0.816697942412745,4418429157,135632.03,Female
Missioneira,SALVADOR DAS MISSOES,2750,4.7272727273,4,0,0,0,0.3636363636,0.782659932189839,0.715850367045535,0.877477066962628,624544086,136197.44,Female
Missioneira,SANTA BARBARA DO SUL,8916,12.6738447734,9.0847913863,0.6729475101,0.336473755,0.1121579183,0.2243158367,0.697828168440083,0.817607306812157,0.814560432423514,10375545333,69617.13,Female
